"id","permit_","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","reported_cost","community_area","census_tract","ward","latitude","longitude","location",":id",":version",":created_at",":updated_at",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k",":@computed_region_6mkv_f3dw",":@computed_region_bdys_3d7i",":@computed_region_43wa_7qmu",":@computed_region_awaf_s7ux"
"3401241","101063356","PERMIT - SIGNS","SIGN PERMIT","2024-12-16T00:00:00.000","2025-01-10T00:00:00.000","25","4821","N","ELSTON AVE","INSTALL 1 SET ILLUMINATED CHANNEL LETTERS TO READ: LA COLONIA ECUADORIAN AND COLOMBIAN RESTAURANT","50","200","0","250","0","0","0","0","0","0","0","0","250","5000","14","140400","39","41.96856245387149","-87.74065931463221","POINT (-87.740659314632 41.968562453871)","row-8kjk.3eeb-bbyx","rv-nm6v~tgwp~ub2x","2025-10-14T20:50:16.306Z","2025-10-14T20:58:56.821Z","48","14","21869","751","38","28"
"3397367","101061742","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-05T00:00:00.000","2025-01-08T00:00:00.000","64","3334","N","SOUTHPORT AVE","*SELF CERT 2019 CBRC*: INTERIOR ALTERATIONS TO EXISTING GROUND FLOOR RETAIL AND RESTAURANT SPACE FOR HOTEL CHOCOLAT. WORK TO INCLUDE DEMO, NEW PARTITIONS, CEILINGS, WALL AND FLOOR FINISHES. ALTERATIONS TO MECHANICAL, ELECTRICAL AND PLUMBING AS PER PLANS. NO STRUCTURAL WORK. OCCUPANCY A-2 ASSEMBLY AND CONSTRUCTION TYPE 1B","3192","75","0","3267","0","0","0","0","0","0","0","0","3267","400000","6","62400","44","41.94261091789817","-87.66404204131028","POINT (-87.66404204131 41.942610917898)","row-xz7e-w438-97jv","rv-n3qf_jmuu_syi8","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","22","57","4449","678","25","38"
"3397119","101061646","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-05T00:00:00.000","2025-01-07T00:00:00.000","63","900","W","ARMITAGE AVE","*SELF CERT 2019 CBRC*: INTERIOR ALTERATIONS TO EXISTING GROUND FLOOR RETAIL AND RESTAURANT SPACE FOR HOTEL CHOCOLAT. WORK TO INCLUDE DEMO, NEW PARTITIONS, CEILINGS, WALL AND FLOOR FINISHES. ALERATIONS TO MECHANICAL, ELECTRICAL AND PLUMBING AS PER PLANS. NO STRUCTURAL WORK. OCCUPANCY A-2 ASSEMBLY AND CONSTRUCTION TYPE 1B","1750","75","0","1825","0","0","0","0","0","0","0","0","1825","400000","7","71100","43","41.91825204962904","-87.65100156848021","POINT (-87.65100156848 41.918252049629)","row-jdj7.zn8y_3q6k","rv-mtcm~v9pe.t5g5","2025-10-14T20:50:16.306Z","2025-10-14T21:01:03.725Z","16","68","21190","744","34","51"
"3397493","101061781","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-21T00:00:00.000","2025-01-07T00:00:00.000","47","2203","N","CLYBOURN AVE","INTERIOR TENANT BUILD-OUT OF EXISTING RESTAURANT SPACE TO RESTAURANT. SCOPE OF WORK INCLUDES ARCHITECTURAL, PLUMBING, MECHANICAL AND ELECTRICAL WORK. NO CHANGE TO DEMISING WALLS.","2059.2","75","0","2134.2","0","0","250","250","0","0","0","0","2384.2","150000","7","832500","2","41.921776704433334","-87.66441304702406","POINT (-87.664413047024 41.921776704433)","row-mx8j_uv36-nzep","rv-m647-end8-w6vn","2025-10-14T20:50:16.306Z","2025-10-14T21:01:03.725Z","16","68","21190","210","11","16"
"3400273","101062952","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-12-20T00:00:00.000","2025-01-02T00:00:00.000","13","980","N","MICHIGAN AVE","SELF-CERT 2019 CBRC: NONSTRUCTURAL INTERIOR DEMOLITION, INCLUDING REMOVAL OF MEP SYSTEMS, IN EXISTING OFFICE BUILDING RESTAURANT AND ASSOCATED SPACES ON THE 2ND FLOOR SUITE 230 AS PER PLANS. (OCCUPANCY GROUP A2; TYPE 1A CONSTRUCTION)","1943.13","75","0","2018.13","0","0","0","0","0","0","0","0","2018.13","200000","8","81201","42","41.90080164945196","-87.6242724679302","POINT (-87.62427246793 41.900801649452)","row-s4w5-dprh.jiqm","rv-rv2h_2r4m~42s5","2025-10-14T20:50:16.306Z","2025-11-29T13:15:21.183Z","6","37","21182","104","36","22"
"3398816","101062386","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-15T00:00:00.000","2024-12-30T00:00:00.000","45","2817","W","BELDEN AVE","INTERNAL RENOVATIONS TO CONVERT EXISTING 1ST FLOOR RETAIL SPACE OF AN EXISTING 3 STORY MIXED USE BUILDING TO A PROPOSED RESTAURANT, PER PLANS.","1750","75","0","1825","0","0","0","0","0","0","0","0","1825","100000","22","221300","1","41.923178666980895","-87.69814710122097","POINT (-87.698147101221 41.923178666981)","row-nrv4_7d5j_6q2i","rv-rbck_f4yd_kc98","2025-10-14T20:50:16.306Z","2025-10-14T21:01:03.725Z","1","23","22535","322","41","15"
"3400391","101063012","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-12-05T00:00:00.000","2024-12-30T00:00:00.000","25","174","N","MICHIGAN AVE","SELF CERT 2019 CBC-INITIAL TENANT BUILDOUT OF 2,725 SQ.FT. INTERIOR BUILDOUT FOR AN EXISTING BUILDING FOR FUTURE RESTAURANT USE. WORK INCLUDES THE BUILDOUT OF THE SPACE INCLUDING ARCHITECTURAL, MECHANICAL, ELECTRICAL, AND PLUMBING PER PLANS. NO CHANGE TO EXISTING ZONING. NO STRUCTURAL WORK INCLUDED. NO CHANGE TO EXISTING SHELL OR CONSTRUCTION TYPE. SINGLE TENANT BUILDOUT WORK ONLY.","1989.25","75","0","2064.25","0","0","0","0","0","0","0","0","2064.25","119000","32","320100","34","41.88510950107538","-87.6246294647287","POINT (-87.624629464729 41.885109501075)","row-75q4-qznv.i8su","rv-iqv3~y9yt~ye8r","2025-10-14T20:50:16.306Z","2025-10-14T21:02:47.904Z","42","38","14309","580","36","22"
"3392046","101059489","PERMIT - NEW CONSTRUCTION","SELF CERT","2024-11-15T00:00:00.000","2024-12-30T00:00:00.000","45","1110","W","CARROLL AVE","SELF-CERT 2019 CBC: INITIAL TENANT BUILD OUT OF GROUND FLOOR RESTAURANT TO INCLUDE PARTITIONS2, DOORS, KITCHEN AREA W/ EQUIPMENT, POWER & DATA OUTLETS AND PLUMBING FIXTURES IN AN EXISTING 34-STORY RESIDENTIAL APARTMENT BUILDING AS PER PLANS.(OCCUPANCY: A-2 / TYPE 1A CONSTRUCTION). SEE RELATED SEPARATE PERMIT 101062569 FOR HVAC STRUCTURAL WORK.","3277.68","75","0","3352.68","0","0","0","0","0","0","0","0","3352.68","3275827","28","833000","27","41.88783415837825","-87.65503190261198","POINT (-87.655031902612 41.887834158378)","row-hq2a~9xpv.43p8","rv-7xe8-m53z_fien","2025-10-14T20:50:16.306Z","2025-12-10T13:08:16.020Z","44","29","14917","63","46","41"
"3378832","101051791","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-06-05T00:00:00.000","2024-12-27T00:00:00.000","205","2300","N","LINCOLN PARK WEST","SPR 2019 CBRC: WORK TO SUITE 100 - RENOVATE EXISTING RESTAURANT SPACE ON THE NORTH SIDE OF THE BUILDING FOR NEW TENANT.  WORK INCLUDES SELECTIVE DEMOLITION, NEW FINISHES (FLOORS,PAINT AND CEILING), ELECTRICAL MODIFICATIONS, INCLUDING LIGHTING, NEW PLUMBING AND MECHANICAL CHANGES RELATED TO KITCHEN EQUIPMENT AND NEW CEILING.  NO EXTERIOR OR STRUCTURAL MODIFICATIONS RELATED TO THIS PROJECT. (OCCUPANCY GROUP A2 AND R-2; TYPE IIA CONSTRUCTION)","3450","75","0","3525","0","0","0","0","0","0","0","0","3525","750000","7","71400","43","41.92390845485592","-87.63666316560742","POINT (-87.636663165607 41.923908454856)","row-ed6c-dsfi.yuuy","rv-3dyi.2w4z_36gu","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","16","68","21190","207","34","51"
"3400738","101063150","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-12-12T00:00:00.000","2024-12-24T00:00:00.000","12","1124","W","WASHINGTON BLVD","INTERIOR BUILDOUT OF A 5275 SF A-2 RESTAURANT SPACE ON THE GROUND FLOOR ON AN EXISTING HOTEL (HYATT HOUSE CHICAGO) TYPE 1-A BUILDING, WITH MINOR EXTERIOR WORK INCLUDING PARTIAL STOREFRONT REPLACEMENT (OCCUPANCIES R-1, A-2 TYPE 1-A)","4431","75","0","4506","0","0","0","0","0","0","0","0","4506","25000","28","833000","34","41.883112432131746","-87.65551217573424","POINT (-87.655512175734 41.883112432132)","row-bdrg.tgtk_b4gc","rv-cuhj-ap33_6xvc","2025-10-14T20:50:16.306Z","2025-10-14T21:02:47.904Z","44","29","14917","63","46","41"
"3393423","101060128","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-10-04T00:00:00.000","2024-12-24T00:00:00.000","81","104","E","OAK ST","SPR 2019 CBRC: INTERIOR DEMOLITION TO FLOORS 2&3 OF EXISTING RESTAURANT IN 3 STORY BUILDING INCLUDING MEP REMOVAL AND ELECTRICAL ALTERATIONS.NEW PARTITIONS/ROOMS TO BE CONSTRUCTED AT SOUTH END OF 2ND FLOOR. NO CHANGE OF USE UNDER THIS PERMIT. (OCCUPANCY GROUP A-2, M; TYPE IIIA CONSTRUCTION). THE FULL ALTERATION WORK AND CHANGE OF USE FOR FLOORS 2&3 TO BE SUBMITTED UNDER SEPARATE PERMIT APPLICATION #101062983.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)","9746.88","1500","0","11246.88","0","0","0","0","0","0","0","0","11246.88","500000","8","81201","42","41.90090405022164","-87.625460721597","POINT (-87.625460721597 41.900904050222)","row-6bu8.sid3-wmtj","rv-e8ag~b9qz_2nep","2025-10-14T20:50:16.306Z","2025-11-26T13:19:11.791Z","6","37","21182","104","36","22"
"3395135","101060801","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-05T00:00:00.000","2024-12-23T00:00:00.000","48","2018","W","DIVISION ST","SELF CERT: RESTAURANT INTERIOR BUILD-OUT ONLY FROM AN EXISTING RESTAURANT SPACE WITH ASSOCIATED ARCHITECTURAL, MECHANICAL, ELECTRICAL AND PLUMBING","3666.06","75","0","3741.06","0","0","0","0","0","0","0","0","3741.06","200000","24","241400","1","41.903286312962365","-87.67806566923049","POINT (-87.67806566923 41.903286312962)","row-97em_rpbc_wq6x","rv-isqb-6jx4_2bih","2025-10-14T20:50:16.306Z","2025-10-14T21:01:03.725Z","4","25","21560","481","41","24"
"3399751","101062771","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-27T00:00:00.000","2024-12-19T00:00:00.000","22","333","W","WACKER DR","SELF-CERT 2019 CBRC: RENOVATIONS TO AN EXISTING GROUND FLOOR RESTAURANT AND BAR IN AN EXISTING FULLY SPRINKLERED COMMERCIAL OFFICE HIGH RISE BUILDING AS PER PLANS. WORK TO INCLUDE RENOVATING THE NORTH AND SOUTH RESTAURANT AREAS, DINING, AND RESTROOMS TO INCLUDE NEW PARTITIONS, DOORS, CEILINGS AND LIGHTS, NEW TOILET ROOMS AND EXTENSION OF EXISTING MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE PROTECTION SYSTEMS. NO STRUCTURAL WORK. PLUMBING FIXTURE COUNTS APPROVED BY ACAR. (CONSTRUCTION TYPE: 1A; OCCUPANCE: A-2 RESTAURANT)","2156.63","1500","0","3656.63","0","0","0","0","0","0","0","0","3656.63","710000","32","839100","42","41.886025412541144","-87.63629770323044","POINT (-87.63629770323 41.886025412541)","row-mk6d.rz8y-dn9i","rv-pbt5.ktca.emcg","2025-10-14T20:50:16.306Z","2025-10-22T12:15:36.232Z","46","38","14914","92","36","22"
"3392355","101059662","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-09-11T00:00:00.000","2024-12-18T00:00:00.000","98","2209","W","HOWARD ST","REVISIONS TO BUSINESS TO RESTAURANT ALTERATION PERMIT #101025279 (W/REINSTATEMENT 101058554) TO CONSTRUCT 6 NEW FULLY BUILTOUT TEST KITCHENS IN BASEMENT.(OCCUPANCY GROUP A-2; TYPE III-B CONSTRUCTION)(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)","1405.63","75","0","1480.63","0","0","0","0","0","0","0","0","1480.63","500000","2","20100","49","42.01938064397391","-87.6850674032859","POINT (-87.685067403286 42.019380643974)","row-cdju.cfnn-2qgx","rv-zrnr-228q_6ghp","2025-10-14T20:50:16.306Z","2025-10-14T21:02:47.904Z","12","20","22528","341","5","3"
"3399816","101062797","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-12-02T00:00:00.000","2024-12-18T00:00:00.000","16","1435","N","WELLS ST","SELF CERT 2019 CBRC: INTERIOR ALTERATIONS TO EXISTING GROUND FLOOR RESTAURANT SPACE IN EXISTING 6 STORY, MIXED USE BUILDING FOR A NEW TACO PROS & SWEET CIRCLE RESTAURANT AS PER PLANS. (OCCUPANCY GROUP:B ; CONSTRUCTION TYPE:I-B)","1700","75","0","1775","0","0","0","0","0","0","0","0","1775","75000","8","80300","2","41.9086941456714","-87.63448689691725","POINT (-87.634486896917 41.908694145671)","row-8xbb_hfkf~jz6c","rv-rjsp-hfah_87q4","2025-10-14T20:50:16.306Z","2025-10-14T21:02:47.904Z","54","37","14926","290","46","51"
"N2600859","B200408870","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2024-12-16T00:00:00.000","2024-12-18T00:00:00.000","2","2000","S","WABASH AVE","LOW VOLTAGE/COMMUNICATION ELECTRICAL WORK. INSTALL DATA/VIDEO. SPECIFIC LOCATION: 1ST FLOOR RESTAURANT AREA.","75","0","25","100","0","0","0","0","0","0","0","0","100","3000","33","330100","3","41.85540623093421","-87.62570423844822","POINT (-87.625704238448 41.855406230934)","row-vmxw.cnbu.qh5b","rv-rtge-z8i7.d5dr","2025-10-14T20:50:16.306Z","2026-01-17T13:12:12.033Z","40","34","21194","374","9","12"
"3395840","101061085","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-10-17T00:00:00.000","2024-12-12T00:00:00.000","56","1508","E","53RD ST","SELF-CERT 2019 CBRC TO REMOVE SMALL EXISTING SERVICE BAR WITHIN EXISTING RESTAURANT AND REPLACE WITH NEW SERVICE BAR. WORK INCLUDES NEW SINKS, INSTALLATION OF EQUIPMENT WITH CONNECTIONS TO PLUMBING AND ELECTRIC PER PLANS. ALL WORK TO BE INTERIOR.","850","75","0","925","0","0","0","0","0","0","0","0","925","30000","41","410800","4","41.799656205200755","-87.58873571085915","POINT (-87.588735710859 41.799656205201)","row-3ytt-cchi~e5kf","rv-wgcn_biwd-rv4r","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","10","8","21192","500","10","1"
"3380754","101052953","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-06-11T00:00:00.000","2024-12-10T00:00:00.000","182","2539","N","MILWAUKEE AVE","INTERIOR AND EXTERIOR ALTERATION TO EXISTING RESTAURANT COMMERCAL SPACE LOCATED ON FIRST FLOOR AND BASEMENT LEVEL PLUS RENOVATION TO EXISTING SECOND FLOOR RESIDENTAIL SPACE. RENOVATION WORK TO INCLUDE NEW ROOF JOIST SUPPORTS, MECHANICAL EQUPIMENT WITH SUPPORTS AND NEW ROOF HATCH LOCATION. THERE IS NO CHANGE TO THE OCCUPANCY CLASSIFICATION USE AND CONSTRUCTION TYPE. OCCUPANCY CLASSIFICATION: MIXED OCCUPANCY OF  CLASS F, MERCANTILE UNIT  / A-1 SINGLE-FAMILYZONING DISTRICT:  C2-2                                CONSTRUCTION TYPE: IIIA","3750","75","7500","11325","0","0","0","0","0","0","0","0","11325","150000","22","220500","1","41.927561081147296","-87.70470875823611","POINT (-87.704708758236 41.927561081147)","row-iam5-aqp9_ssac","rv-3h2q-juw2_8yjr","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","1","23","22535","549","40","15"
"3386745","101056522","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-04T00:00:00.000","2024-12-10T00:00:00.000","36","2753","W","55TH ST","2019 CBRC - SELF CERT. COMM. - FIRST FLOOR: ALTERATIONS TO EXISTING RESTAURANT SPACE FOR NEW RESTAURANT PER ATTACHED PLANS.  OCCUPANCY TYPE: B BUSINESS - RESTAURANTS UNDER 50 PERSONS; CONSTRUCTION TYPE III-A; CZO 17-17-0104-K-B GENERAL RESTAURANT.","850","75","0","925","0","0","0","0","0","0","0","0","925","275000","63","835100","15","41.79358650618111","-87.6934808799233","POINT (-87.693480879923 41.793586506181)","row-4quk~6mhq_72w3","rv-7wcb.c854~nc6s","2025-10-14T20:50:16.306Z","2025-10-14T20:58:52.445Z","58","61","22248","112","3","19"
"3392035","101059484","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-09-10T00:00:00.000","2024-12-09T00:00:00.000","90","407","S","DEARBORN ST","SPR 2019 CBC: MINOR INTERIOR RENOVATION AND ADD STOREFRONT VESTIBULE TO AN EXISTING TACO BELL CANTINA RESTAURANT ON 1ST FLOOR AS PER PLANS.","300","75","0","375","1400","0","0","1400","0","0","0","0","1775","30000","32","839100","34","41.87669951154698","-87.62911066501952","POINT (-87.62911066502 41.876699511547)","row-buyh.8265~6r6z","rv-bv2b_amag-tzhn","2025-10-14T20:50:16.306Z","2025-11-05T13:12:55.511Z","35","38","14913","92","10","48"
"3392963","101059947","PERMIT - SIGNS","SIGN PERMIT","2024-09-16T00:00:00.000","2024-12-06T00:00:00.000","81","5322","W","FULLERTON AVE","5322 W. FULLERTON AVE. CHICAGO IL 60639RESTAURANTE Y TAMALERIA LA BENDICION #2LIGHTBOX","200","200","0","400","0","0","0","0","0","0","0","0","400","1900","19","190702","31","41.924173072225685","-87.75954048357814","POINT (-87.759540483578 41.924173072226)","row-zseb.nc37-k25d","rv-cjeg.dai9~7p34","2025-10-14T20:50:16.306Z","2025-10-14T20:58:59.199Z","2","19","22615","80","21","7"
"3392960","101059944","PERMIT - SIGNS","SIGN PERMIT","2024-09-16T00:00:00.000","2024-12-06T00:00:00.000","81","5322","W","FULLERTON AVE","5322 W. FULLERTON AVE. CHICAGO IL 60639RESTAURANTE Y TAMALERIA LA BENDICION #2LED CHANNEL LETTERS","100","200","0","300","0","0","0","0","0","0","0","0","300","3800","19","190702","31","41.924173072225685","-87.75954048357814","POINT (-87.759540483578 41.924173072226)","row-f9sq-cayh~fyc2","rv-c7ky-m57j_q42b","2025-10-14T20:50:16.306Z","2025-10-14T20:58:56.821Z","2","19","22615","80","21","7"
"3386739","101056520","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-07-30T00:00:00.000","2024-12-05T00:00:00.000","128","4007","W","OGDEN AVE","2019 CBC SPR: INTERIOR RENOVATION OF AN EXISTING TWO STORY BUILDING WITH BASEMENT TO RENOVATE TAVERN INTO GROUND FLOOR BAR & RESTAURANT AND CHANGE 2ND FLOOR RESIDENTIAL UNIT TO EVENT SPACE (INDOOR SPECIAL EVENT USE), NEW TWO-STORY REAR PORCH, TYPE III-A CONSTRUCTION, A-2 OCCUPANCY.","3450","75","1450","4975","0","0","0","0","0","0","0","0","4975","200000","29","843400","22","41.85088951911594","-87.72497498594257","POINT (-87.724974985943 41.850889519116)","row-ectz~hkep.p49n","rv-gjek_6yea-h34z","2025-10-14T20:50:16.306Z","2025-10-14T21:01:03.725Z","57","30","21569","125","28","14"
"3383384","101054565","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-07-09T00:00:00.000","2024-12-03T00:00:00.000","147","4946","W","DIVERSEY AVE","SPR 2019 CBRC: INSTALLING A FOOD COUNTER WITH NEW OUTLETS IN THE KITCHEN AREA OF AN EXISTING RESTAURANT SPACE APPROXIMATELY 813SF. UPGRADING THE EXISTING PLUMBING FIXTURE FOR KITCHEN AND INSTALLING NEW PENDANT LIGHTS FOR DINING AREA.","2000","75","4150","6225","0","0","0","0","0","0","0","0","6225","10000","19","190200","31","41.93158549835485","-87.75092911634358","POINT (-87.750929116344 41.931585498355)","row-g2qt_nimn.5nw4","rv-c7dv_dxa7.v6yx","2025-10-14T20:50:16.306Z","2025-10-14T21:02:45.814Z","21","19","22615","355","17","7"
"3385945","101056040","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2024-07-23T00:00:00.000","2024-12-03T00:00:00.000","133","3951","N","KIMBALL AVE","SPR 2019 CBC. INSTALL NEW KITCHEN EXHAUST FAN AND ERECT NEW WALL IN EXISTING RESTAURANT SPACE. ALL WORK AS PER PLANS.","1700","75","0","1775","0","0","250","250","0","0","0","0","2025","45000","16","160800","33","41.9535436902562","-87.71274346541044","POINT (-87.71274346541 41.953543690256)","row-j4sn~h5p5~db8k","rv-aeaw~2fgn~d45q","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","39","16","21538","325","20","15"
"N2588472","B200405794","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2024-11-19T00:00:00.000","2024-12-03T00:00:00.000","14","405","N","WABASH AVE","SCOPE: NONSTRUCTURAL INTERIOR REPLACEMENT TO BAR COUNTERS AND MILLWORK, REPLACEMENT OF KITCHEN ARCHWAY. LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), GROUND FLOOR ALTERATIONS TO EXISTING RESTAURANT.","250","50","25","325","0","0","0","0","0","0","0","0","325","50000","8","81500","42","41.889465328771564","-87.62650927363448","POINT (-87.626509273634 41.889465328772)","row-4qm3~bvyf.4xza","rv-tzwx_fvju~qicp","2025-10-14T20:50:16.306Z","2025-11-05T13:12:55.511Z","6","37","21182","626","36","22"
"3399352","101062605","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-21T00:00:00.000","2024-12-02T00:00:00.000","11","333","W","WACKER DR","SELF-CERT 2019 CBRC: RENOVATIONS TO AN EXISTING GROUND FLOOR RESTAURANT AND BAR IN AN EXISTING FULLY SPRINKLERED COMMERCIAL OFFICE HIGH RISE BUILDING AS PER PLANS. WORK TO INCLUDE NEW PARTITIONS, DOORS, CEILINGS AND LIGHTS, AND RECONFIGURATION AND EXTENSION OF EXISTING MECHANCIAL, ELECTRICAL, AND PLUMBING. NO STRUCTURAL WORK. (CONSTRUCTION TYPE:1A; OCCUPANCY: A-2 RESTAURANT UNDER 50 OCCUPANTS)","1700","1575","0","3275","0","0","0","0","0","0","0","0","3275","80000","32","839100","42","41.886025412541144","-87.63629770323044","POINT (-87.63629770323 41.886025412541)","row-m3u3~nify_bnfm","rv-bwht-2jf2_ez2q","2025-10-14T20:50:16.306Z","2025-10-14T21:01:03.725Z","46","38","14914","92","36","22"
"N2573254","B200402232","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2024-10-30T00:00:00.000","2024-12-02T00:00:00.000","33","494","N","MILWAUKEE AVE","NONSTRUCTURAL INTERIOR ALTERATION IN EXISTING RESTAURANT TO REMOVE BAR AND RELOCATE SERVICE AREA (AREA OF WORK 496 SQ FT). LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), 1 INTERIOR COMMON AREAS, RESTAURANT / SERVICE AREA.","250","50","25","325","0","0","0","0","0","0","0","0","325","30000","24","243600","27","41.89095901672358","-87.64747216763196","POINT (-87.647472167632 41.890959016724)","row-whfx~uszy.s5pt","rv-jqjk_u3ia-wdra","2025-10-14T20:50:16.306Z","2025-10-14T21:04:58.835Z","55","25","4446","109","46","41"
"N2587440","B200405500","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2024-11-13T00:00:00.000","2024-12-02T00:00:00.000","19","531","N","WELLS ST","IN-KIND REPLACEMENT OF EXTERIOR WINDOWS AND DOORS IN EXISTING OPENINGS. REPLACEMENT WINDOWS: 3; REPLACEMENT SKYLIGHTS: 0; REPLACEMENT DOORS: 1. AFFECTS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), LOCATION: STOREFRONT OF RESTAURANT.","175","0","25","200","0","0","0","0","0","0","0","0","200","8000","8","81700","42","41.89162991443056","-87.63392303068903","POINT (-87.633923030689 41.891629914431)","row-rtd9_7r2n~5xb3","rv-2mmx_9ass_k62g","2025-10-14T20:50:16.306Z","2026-01-01T13:17:39.428Z","55","37","4446","670","36","22"
"3396960","101061567","PERMIT - RENOVATION/ALTERATION","SELF CERT","2024-11-05T00:00:00.000","2024-11-27T00:00:00.000","22","676","N","ST CLAIR ST","SELF-CERT 2019 CBRC: INTERIOR DEMOLITION TO EXISTING GROUND FLOOR RESTAURANT SPACE FOR FUTURE BUSINESS OCCUPANCY IMAGING SUITE AT NORTHWESTERN'S ARKES PAVILION. CONSTRUCTION TYPE IA.","1444.11","75","0","1519.11","0","0","0","0","0","0","0","0","1519.11","550000","8","81401","42","41.89485296136011","-87.62290180042824","POINT (-87.622901800428 41.89485296136)","row-ggub-asxn_nnxq","rv-qp3m-irtm~bmwf","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","6","37","21182","158","36","22"
"3391349","101059083","PERMIT - SIGNS","SIGN PERMIT","2024-09-03T00:00:00.000","2024-11-26T00:00:00.000","84","1560","N","MILWAUKEE AVE","BANWAIT RESTAURANT GROUP, LLCEXISTING ELECTRICAL ID PROJECTING SIGNLOCATION: NORTHEAST ELEVATIONSIGN FACING: MILWAUKEE AVE.READS: KAMA INDIAN FOOD REFINED","100","200","0","300","0","0","0","0","0","0","0","0","300","2500","24","241400","1","41.9097737118627","-87.67674794453644","POINT (-87.676747944536 41.909773711863)","row-guzs-dcay~4fjk","rv-xmt7~ufv6.gcjq","2025-10-14T20:50:16.306Z","2025-10-14T21:02:47.904Z","4","25","21560","481","41","24"
